Aar;VdrNr;Vassdrag;Laks_vekt_u3kg;Laks_vekt_o3u7kg;Laks_vekt_o7kg;Laks_ant_u3kg;Laks_ant_o3u7kg;Laks_ant_o7kg;Gjen_vekt_u3kg;Gjen_vekt_o3u7kg;Gjen_vekto7kg;Gjen_ant_u3kg;Gjen_ant_o3u7kg;Gjen_ant_o7kg
2019;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;169.51Z;Skånlandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;169.5Z;Skjelvareidvassdraget;6;0;0;5;0;0;0;0;0;0;0;0
2001;169.5Z;Skjelvareidvassdraget;15;0;0;9;0;0;0;0;0;0;0;0
2002;169.5Z;Skjelvareidvassdraget;2;0;0;3;0;0;0;0;0;0;0;0
2003;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;169.5Z;Skjelvareidvassdraget;5;3;0;4;1;0;0;0;0;0;0;0
2022;169.5Z;Skjelvareidvassdraget;5;4;0;2;1;0;0;0;0;0;0;0
2023;169.5Z;Skjelvareidvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;169.5Z;Skjelvareidvassdraget;3;0;0;2;0;0;0;0;0;0;0;0
1993;170.3Z;Sagpollvassdraget;92;12;0;49;4;0;0;0;0;0;0;0
1994;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;170.3Z;Sagpollvassdraget;6;15;0;4;4;0;0;0;0;0;0;0
1998;170.3Z;Sagpollvassdraget;10;4;0;6;1;0;0;0;0;0;0;0
1999;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;170.3Z;Sagpollvassdraget;12;0;0;6;0;0;0;0;0;0;0;0
2001;170.3Z;Sagpollvassdraget;33;10;0;23;3;0;0;0;0;0;0;0
2002;170.3Z;Sagpollvassdraget;12;0;0;7;0;0;0;0;0;0;0;0
2003;170.3Z;Sagpollvassdraget;16;5;0;12;1;0;0;0;0;0;0;0
2004;170.3Z;Sagpollvassdraget;13;11;0;8;3;0;0;0;0;0;0;0
2005;170.3Z;Sagpollvassdraget;34;0;0;22;0;0;0;0;0;0;0;0
2006;170.3Z;Sagpollvassdraget;13;4;0;8;1;0;0;0;0;0;0;0
2007;170.3Z;Sagpollvassdraget;7;0;0;6;0;0;0;0;0;0;0;0
2008;170.3Z;Sagpollvassdraget;6;0;0;4;0;0;0;0;0;0;0;0
2009;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;6;7;0;3;2;0
2018;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;170.3Z;Sagpollvassdraget;1;0;0;1;0;0;0;0;0;0;0;0
2021;170.3Z;Sagpollvassdraget;3;0;0;1;0;0;0;0;0;0;0;0
2022;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;170.3Z;Sagpollvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
1994;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
1995;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
1996;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
1997;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
1998;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
1999;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2000;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2001;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2002;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2003;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2004;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2005;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2006;170.51Z;Svartvasselva;8;0;0;6;0;0;0;0;0;0;0;0
2007;170.51Z;Svartvasselva;6;0;0;3;0;0;0;0;0;0;0;0
2008;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2009;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2010;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2011;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2012;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2013;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2014;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2015;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2016;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2017;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2018;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2019;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2020;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2021;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2022;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2023;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
2024;170.51Z;Svartvasselva;0;0;0;0;0;0;0;0;0;0;0;0
1993;170.5Z;Varpavassdraget (Kvannelva);20;20;0;16;5;0;0;0;0;0;0;0
1994;170.5Z;Varpavassdraget (Kvannelva);112;7;0;76;2;0;0;0;0;0;0;0
1995;170.5Z;Varpavassdraget (Kvannelva);32;4;0;21;1;0;0;0;0;0;0;0
1996;170.5Z;Varpavassdraget (Kvannelva);104;5;0;76;1;0;0;0;0;0;0;0
1997;170.5Z;Varpavassdraget (Kvannelva);196;13;0;155;4;0;0;0;0;0;0;0
1998;170.5Z;Varpavassdraget (Kvannelva);106;0;0;86;0;0;0;0;0;0;0;0
1999;170.5Z;Varpavassdraget (Kvannelva);213;50;0;147;12;0;0;0;0;0;0;0
2000;170.5Z;Varpavassdraget (Kvannelva);285;70;0;180;19;0;0;0;0;0;0;0
2001;170.5Z;Varpavassdraget (Kvannelva);307;48;0;191;14;0;0;0;0;0;0;0
2002;170.5Z;Varpavassdraget (Kvannelva);19;26;9;12;6;1;0;0;0;0;0;0
2003;170.5Z;Varpavassdraget (Kvannelva);43;27;10;30;7;1;0;0;0;0;0;0
2004;170.5Z;Varpavassdraget (Kvannelva);108;17;0;68;5;0;0;0;0;0;0;0
2005;170.5Z;Varpavassdraget (Kvannelva);100;21;0;66;6;0;0;0;0;0;0;0
2006;170.5Z;Varpavassdraget (Kvannelva);60;27;0;39;6;0;0;0;0;0;0;0
2007;170.5Z;Varpavassdraget (Kvannelva);59;17;9;37;4;1;0;0;0;0;0;0
2008;170.5Z;Varpavassdraget (Kvannelva);52;29;0;37;8;0;0;0;0;0;0;0
2009;170.5Z;Varpavassdraget (Kvannelva);34;21;0;21;4;0;0;0;0;0;0;0
2010;170.5Z;Varpavassdraget (Kvannelva);34;25;0;23;6;0;0;0;0;0;0;0
2011;170.5Z;Varpavassdraget (Kvannelva);23;24;0;14;7;0;0;0;0;0;0;0
2012;170.5Z;Varpavassdraget (Kvannelva);43;27;0;25;6;0;0;0;0;0;0;0
2013;170.5Z;Varpavassdraget (Kvannelva);44;16;0;25;4;0;9;9;0;5;2;0
2014;170.5Z;Varpavassdraget (Kvannelva);23;3;0;14;1;0;0;0;0;0;0;0
2015;170.5Z;Varpavassdraget (Kvannelva);77;62;7;40;16;1;0;0;0;0;0;0
2016;170.5Z;Varpavassdraget (Kvannelva);35;49;0;19;13;0;0;0;0;0;0;0
2017;170.5Z;Varpavassdraget (Kvannelva);27;20;0;12;6;0;0;0;0;0;0;0
2018;170.5Z;Varpavassdraget (Kvannelva);31;22;0;15;6;0;0;0;0;0;0;0
2019;170.5Z;Varpavassdraget (Kvannelva);12;6;0;6;2;0;0;0;0;0;0;0
2020;170.5Z;Varpavassdraget (Kvannelva);39;32;7;24;8;1;0;0;0;0;0;0
2021;170.5Z;Varpavassdraget (Kvannelva);32;8;0;20;2;0;0;0;0;0;0;0
2022;170.5Z;Varpavassdraget (Kvannelva);12;14;0;6;4;0;0;0;0;0;0;0
2023;170.5Z;Varpavassdraget (Kvannelva);3;16;0;2;4;0;0;0;0;0;0;0
2024;170.5Z;Varpavassdraget (Kvannelva);7;8;0;4;2;0;0;0;0;0;0;0
1993;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;170.71Z;Lilandvassdraget;1;0;0;1;0;0;0;0;0;0;0;0
2024;170.71Z;Lilandvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;170.81Z;Steinslandsvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1993;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;170.82Z;Straumsvatnvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;170.82Z;Straumsvatnvassdraget;1;0;0;1;0;0;0;0;0;0;0;0
1993;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1994;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1995;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1996;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1997;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1998;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
1999;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2000;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2001;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2002;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2003;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2004;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2006;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2007;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2008;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2009;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2010;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2011;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2012;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2013;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2014;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2015;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2016;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2017;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2018;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2019;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2020;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2021;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2022;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2023;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;170.831Z;Åslivassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2024;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
1993;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
1994;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
1995;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
1996;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
1997;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
1998;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
1999;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2000;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2001;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2002;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2003;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2004;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2005;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2006;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2007;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2008;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2009;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2010;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2011;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2012;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2013;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2014;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2015;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2016;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2017;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2018;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2019;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2020;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2021;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2022;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
2023;170.X1Z;Strømsneselva i Hamarøy;0;0;0;0;0;0;0;0;0;0;0;0
1993;170.Z;Sagvatnanvassdraget;1;0;0;1;0;0;0;0;0;0;0;0
1994;170.Z;Sagvatnanvassdraget;7;4;0;3;1;0;0;0;0;0;0;0
1995;170.Z;Sagvatnanvassdraget;3;10;0;2;2;0;0;0;0;0;0;0
1996;170.Z;Sagvatnanvassdraget;12;5;0;6;1;0;0;0;0;0;0;0
1997;170.Z;Sagvatnanvassdraget;19;11;0;12;2;0;0;0;0;0;0;0
1998;170.Z;Sagvatnanvassdraget;19;16;0;14;3;0;0;0;0;0;0;0
1999;170.Z;Sagvatnanvassdraget;17;7;0;22;2;0;0;0;0;0;0;0
2000;170.Z;Sagvatnanvassdraget;14;4;0;9;1;0;0;0;0;0;0;0
2001;170.Z;Sagvatnanvassdraget;14;5;0;8;1;0;0;0;0;0;0;0
2002;170.Z;Sagvatnanvassdraget;91;74;7;66;18;1;0;0;0;0;0;0
2003;170.Z;Sagvatnanvassdraget;52;18;0;31;5;0;0;0;0;0;0;0
2004;170.Z;Sagvatnanvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
2005;170.Z;Sagvatnanvassdraget;0;0;0;0;0;0;0;0;0;0;0;0
